"ESPT_CD_ID","EMBA_CD_ID","PORT_CD_ID_ORIGEM","PORT_CD_ID_DESTINO","ESPT_TX_NUM_ESCALA","ESPT_DT_QTO_BOLETIM","ESPT_DT_QTP_BOLETIM","ESPT_NR_DIST_NAVEGADA","ESPT_NR_DIST_TABELADA","ESPT_NR_COMB_EXI_MFO","ESPT_NR_OLEO_PESADO","ESPT_NR_COMB_EXI_MDO_MGO","ESPT_NR_OLEO_DIESEL","ESPT_MD_VELOC_TP","ESPT_MD_CONS_FO","ESPT_MD_CONS_DO","ESPT_IN_CARGA_LASTRO","CEVG_NR_TEMPO","CEVG_NR_OLEO_PESADO","CEVG_NR_OLEO_DIESEL","CEVG_NR_DISTANCIA_NAV","CONSUMO_FO_VIAGEM","CONSUMO_DO_VIAGEM","CONSUMO_TOTAL","CONSUMO_MEDIO_VIAGEM","CONSUMO_FO_DCE","CONSUMO_DO_DCE","CONSUMO_TOTAL_DCE","CONSUMO_MEDIO_DCE","CONSUMO_DO_FCE","CONSUMO_FO_FCE","CONSUMO_TOTAL_FCE","CONSUMO_MEDIO_FCE","VELOC_MEDIA_VIAGEM","VELOC_MEDIA_FCE","VELOC_MEDIA_DCE","TEMPO_VIAGEM","VALOR_PORTO","VEREDITO"
"98369","6868","COAR","BELM","157","1/6/2009 10:54 AM","1/10/2009 12:18 AM","1290","1290","417.48","102.38","456.24","105.95","13.6","18","1.5","2","85.4","38.55","3.57","1294","38.76","3.57","42.33","30.47","38.55","3.57","42.12","30.72","0","0.21","0.21","-19.05","0.44","0","15.15","2917","1301","1"
"99410","5839","COAR","BELM","1225","1/13/2009 1:36 PM","1/17/2009 2:18 AM","1244","1240","370.15","52.21","406.59","55.38","15","15.25","1","2","84.8","36.44","3.17","1244","36.44","3.17","39.61","31.41","36.44","3.17","39.61","31.41","0","0","0","0","14.81","0","14.67","84","1301","1"
"99951","6135","COAR","BELM","1217","1/19/2009 10:12 AM","1/22/2009 7:00 PM","1323","1323","146.59","13.7","","","15","15.25","1","2","80.8","35.51","3.22","1323","","","","","35.51","3.22","38.73","34.16","","","","","16.54","0","16.37","80","1301","1"
"100792","5903","COAR","BELM","1259","1/26/2009 11:48 AM","1/30/2009 3:30 AM","1258","1258","92.82","38.64","131.34","42.36","15.25","13","1","2","87.6","38.52","3.72","1258","38.52","3.72","42.24","29.78","38.52","3.72","42.24","29.78","0","0","0","0","14.46","0","14.36","87","1301","1"
"101450","5839","COAR","BELM","1231","1/28/2009 12:12 PM","2/1/2009 1:42 AM","1270","1270","272.68","35.89","312.49","39.68","15","15.25","1","2","85.44","39.81","3.79","1270","39.81","3.79","43.6","29.13","39.81","3.79","43.6","29.13","0","0","0","0","14.94","0","14.86","85","1301","1"
"102510","6135","COAR","BELM","1223","2/7/2009 10:30 AM","2/10/2009 7:48 PM","1322","1322","327.68","39.42","363.15","42.82","15","15.25","1","2","81.3","35.47","3.4","1322","35.47","3.4","38.87","34.01","35.47","3.4","38.87","34.01","0","0","0","0","0.6","0","16.26","2217","1301","1"
"105774","5557","COAR","BELM","767","3/7/2009 2:06 PM","3/11/2009 2:00 AM","1333","1324","310.56","48.05","","","15","14","1","2","83.6","42.38","4.06","1333","","","","","42.38","4.06","46.44","28.7","","","","","0.45","0","15.94","2939","1301","1"
"106516","6135","COAR","BELM","1235","3/14/2009 12:42 PM","3/17/2009 7:12 PM","1317","1317","311.19","38.07","347.58","41.92","15","15.25","1","2","78.5","35.12","3.37","1317","36.39","3.85","40.24","32.73","35.12","3.37","38.49","34.22","0.48","1.27","1.75","0","16.88","0","16.78","78","1301","1"
"109429","6135","COAR","BELM","1243","4/3/2009 9:18 AM","4/6/2009 4:12 PM","1313","1313","201.69","15.93","237.22","19.31","15","15.25","1","2","78.9","35.53","3.38","1313","35.53","3.38","38.91","33.74","35.53","3.38","38.91","33.74","0","0","0","0","0.59","0","16.64","2214","1301","1"
"109689","5557","COAR","BELM","777","4/5/2009 4:00 PM","4/9/2009 2:00 AM","1324","1322","372.66","56.55","","","15","14","1","2","82","38.16","4.74","1322","","","","","38.16","4.74","42.9","30.82","","","","","0.45","0","16.12","2938","1301","1"
"111368","5557","COAR","BELM","781","4/18/2009 8:06 PM","4/22/2009 9:24 AM","1324","1319","272.27","40.93","","","15","14","1","2","84","41.56","4.49","1319","","","","","41.56","4.49","46.05","28.64","","","","","15.58","5","15.7","85","1301","1"
"112074","5839","COAR","BELM","1263","4/24/2009 10:36 AM","4/27/2009 6:06 PM","1323","1320","380.78","61.32","419.69","64.63","15","15.25","1","2","79.44","38.91","3.31","1323","38.91","3.31","42.22","31.34","38.91","3.31","42.22","31.34","0","0","0","0","16.75","0","16.65","79","1301","1"
"113354","5903","COAR","BELM","1285","5/10/2009 1:30 PM","5/14/2009 1:54 AM","1339","1339","245.08","45.32","281.82","48.76","15.25","13","1","2","84.48","36.74","3.44","1339","36.74","3.44","40.18","33.33","36.74","3.44","40.18","33.33","0","0","0","0","15.94","0","15.85","84","1301","1"
"113673","5557","COAR","BELM","793","5/16/2009 2:12 PM","5/19/2009 11:06 PM","1324","1322","243.22","50.33","","","15","14","1","2","83.1","39.56","5.06","1322","","","","","39.56","5.06","44.62","29.63","","","","","16.55","-0.65","15.91","80","1301","1"
"113725","5839","COAR","BELM","1275","5/24/2009 11:24 AM","5/27/2009 6:48 PM","1319","1319","125.67","30.71","165.15","33.9","15","15.25","1","2","77.8","39.32","3.12","1319","39.48","3.19","42.67","30.91","39.32","3.12","42.44","31.08","0.07","0.16","0.23","0","16.7","0","16.95","79","1301","1"
"113727","5903","COAR","BELM","1291","5/26/2009 2:12 PM","5/30/2009 4:00 AM","1334","1334","137.15","28.72","173.55","32.29","15.25","13","1","2","85.9","36.4","3.57","1334","36.4","3.57","39.97","33.38","36.4","3.57","39.97","33.38","0","0","0","0","15.69","0","15.53","85","1301","1"
"113998","5557","COAR","BELM","799","6/3/2009 2:06 PM","6/7/2009 12:06 AM","1324","1321","112.38","29.1","","","15","14","1","2","82","40.41","4.31","1321","","","","","40.41","4.31","44.72","29.54","","","","","0.45","0","16.11","2914","1301","1"
"114216","6135","COAR","BELM","1261","6/6/2009 8:48 AM","6/9/2009 3:24 PM","1319","1319","312.7","50.76","348.68","53.92","15","15.25","1","2","78.6","35.98","3.16","1319","35.98","3.16","39.14","33.7","35.98","3.16","39.14","33.7","0","0","0","0","0.6","0","16.78","2214","1301","1"
"114237","5903","COAR","BELM","1297","6/8/2009 12:30 PM","6/11/2009 11:18 PM","1335","1335","428.92","59.83","466.56","63.32","15.25","13","1","2","82.7","37.64","3.49","1335","37.64","3.49","41.13","32.46","37.64","3.49","41.13","32.46","0","0","0","0","0.6","0","16.14","2218","1301","1"
"114466","8798","COAR","BELM","167","6/15/2009 10:00 AM","6/18/2009 5:36 PM","1246","1246","229.39","71.6","262.96","75.35","14.5","15.75","1.5","2","79.5","33.57","3.75","1246","33.57","3.75","37.32","33.39","33.57","3.75","37.32","33.39","0","0","0","0","15.77","0","15.67","79","1301","1"
"115619","6135","COAR","BELM","1273","7/4/2009 11:24 AM","7/7/2009 10:12 PM","1310","1323","160.64","17.33","140.76","20.69","15","15.25","1","2","80.3","41.62","3.27","1310","-19.88","3.36","-16.52","-79.3","41.62","3.27","44.89","29.18","0.09","-61.5","-61.41","0","0.6","0","16.31","2194","1301","1"
"115854","5839","COAR","BELM","1295","7/9/2009 12:18 PM","7/12/2009 8:36 PM","1270","1270","159.99","17.05","202.26","20.6","15","15.25","1","2","80.4","42.27","3.55","1270","42.27","3.55","45.82","27.72","42.27","3.55","45.82","27.72","0","0","0","0","0.58","0","15.8","2192","1301","1"
"116340","8798","COAR","BELM","175","7/16/2009 12:30 PM","7/19/2009 11:30 PM","1240","1240","295.11","83.81","331.57","87.64","14.5","15.75","1.5","2","82.9","36.46","3.83","1240","36.46","3.83","40.29","30.78","36.46","3.83","40.29","30.78","0","0","0","0","14.94","0","14.96","83","1301","1"
"116694","5903","COAR","BELM","1317","7/27/2009 12:30 PM","7/30/2009 11:18 PM","1331","1331","50.51","6.14","88.89","9.55","15.25","13","1","2","82.7","38.38","3.41","1331","38.38","3.41","41.79","31.85","38.38","3.41","41.79","31.85","0","0","0","0","16.23","0","16.09","82","1301","1"
"117169","6135","COAR","BELM","1285","8/1/2009 12:00 PM","8/4/2009 10:12 PM","1322","1322","200.25","21.34","239.54","25.21","15","15.25","1","2","82.3","39.26","3.87","1322","39.29","3.87","43.16","30.63","39.26","3.87","43.13","30.65","0","0.03","0.03","0","0.61","0","16.06","2170","1301","1"
"117331","5839","COAR","BELM","1307","8/5/2009 2:06 PM","8/9/2009 12:54 AM","1270","1270","249","39.76","292.36","43.23","15","15.25","1","2","82.8","43.36","3.47","1270","43.36","3.47","46.83","27.12","43.36","3.47","46.83","27.12","0","0","0","0","0.43","0","15.34","2938","1301","1"
"119155","6135","COAR","BELM","1299","9/6/2009 11:18 AM","9/9/2009 9:36 PM","1317","1317","245.19","24.96","283.49","29.01","15","15.25","1","2","82.3","38.3","4.05","1317","38.3","4.05","42.35","31.1","38.3","4.05","42.35","31.1","0","0","0","0","0.59","0","16","2218","1301","1"
"119920","6135","COAR","BELM","1303","9/17/2009 11:42 AM","9/20/2009 11:00 PM","1319","1319","156.68","11.22","193.46","15.07","15","15.25","1","2","84.3","36.78","3.85","1319","36.78","3.85","40.63","32.46","36.78","3.85","40.63","32.46","0","0","0","0","15.89","0","15.65","83","1301","1"
"121169","5839","COAR","BELM","1331","10/1/2009 1:12 PM","10/5/2009 1:18 AM","1270","1270","112.1","17.92","151.14","21.82","15","15.25","1","2","84","39.04","3.9","1270","39.04","3.9","42.94","29.58","39.04","3.9","42.94","29.58","0","0","0","0","0.44","0","15.12","2868","1301","1"
"123820","6135","COAR","BELM","1317","10/19/2009 10:12 AM","10/23/2009 12:54 AM","1323","1323","250.92","19.46","288.63","23.44","15","15.25","1","2","86.7","37.71","3.98","1323","37.71","3.98","41.69","31.73","37.71","3.98","41.69","31.73","0","0","0","0","15.38","0","15.26","86","1301","1"
"125551","5839","COAR","BELM","1345","10/31/2009 10:06 AM","11/4/2009 12:24 AM","1270","1270","236.42","42.7","277.78","46.6","15","15.25","1","2","86.4","41.36","3.9","1270","41.36","3.9","45.26","28.06","41.36","3.9","45.26","28.06","0","0","0","0","14.77","0","14.7","86","1301","1"
"127530","6135","COAR","BELM","1327","11/15/2009 10:54 AM","11/19/2009 12:24 AM","1322","1322","371.19","36.64","408.98","40.55","15","15.25","1","2","85.5","37.79","3.91","1322","37.79","3.91","41.7","31.7","37.79","3.91","41.7","31.7","0","0","0","0","15.55","0","15.46","85","1301","1"
"139153","6135","COAR","BELM","1365","2/23/2010 12:48 PM","2/26/2010 10:00 PM","1326","1326","225.3","61.33","261.41","65.27","15","15.25","1","2","81.2","36.11","3.94","1326","36.11","3.94","40.05","33.11","36.11","3.94","40.05","33.11","0","0","0","0","16.37","0","16.33","81","1301","1"
"139660","6135","COAR","BELM","1371","3/9/2010 11:30 AM","3/12/2010 10:12 PM","1325","1325","376.35","44.03","413.13","48.16","15","15.25","1","2","82.7","36.38","4.05","1325","36.78","4.13","40.91","32.39","36.38","4.05","40.43","32.77","0.08","0.4","0.48","0","0.6","0","16.02","2194","1301","1"
"140058","5557","COAR","BELM","905","3/23/2010 10:24 AM","3/26/2010 10:18 PM","1321","1323","97.31","22.97","136.82","28.32","15","14","1","2","84","39.51","5.35","1321","39.51","5.35","44.86","29.45","39.51","5.35","44.86","29.45","0","0","0","0","15.92","0","15.73","83","1301","1"
"140721","5903","COAR","BELM","1415","4/8/2010 3:36 PM","4/12/2010 12:00 AM","1342","1342","306.35","45.55","343.8","49.34","15.25","13","1","2","80.44","37.45","3.79","1342","37.45","3.79","41.24","32.54","37.45","3.79","41.24","32.54","0","0","0","0","0.46","0","16.68","2912","1301","1"
"141009","8798","COAR","BELM","279","4/17/2010 10:48 AM","4/20/2010 11:30 PM","1247","1280","235","86","267.5","89.62","14.5","15.75","1.5","2","84.6","32.5","3.62","1247","32.5","3.62","36.12","34.52","32.5","3.62","36.12","34.52","0","0","0","0","14.85","0","14.74","84","1301","1"
"141142","5903","COAR","BELM","1419","4/21/2010 12:30 PM","4/24/2010 11:36 PM","1336","1336","215.9","31.55","252.7","34.9","15.25","13","1","2","83.06","36.8","3.35","1336","36.8","3.35","40.15","33.28","36.8","3.35","40.15","33.28","0","0","0","0","16.1","0","16.08","83","1301","1"
"141630","5839","COAR","BELM","1405","5/1/2010 10:42 AM","5/4/2010 7:06 PM","1270","1270","333.3","31.37","374.63","34.74","15","15.25","1","2","80.4","41.33","3.37","1270","41.33","3.37","44.7","28.41","41.33","3.37","44.7","28.41","0","0","0","0","0.59","0","15.8","2168","1301","1"
"141939","5557","COAR","BELM","923","5/8/2010 4:18 PM","5/12/2010 10:24 AM","1319","1323","246.18","57.03","286.7","62.29","15","14","1","2","86.6","40.29","5.08","1319","40.52","5.26","45.78","28.81","40.29","5.08","45.37","29.07","0.18","0.23","0.41","0","0.45","0","15.23","2922","1301","1"
"142225","8798","COAR","BELM","291","5/20/2010 1:48 PM","5/24/2010 3:42 AM","1249","1249","26","49","58.1","52.68","14.5","15.75","1.5","2","85.82","32.1","3.68","1249","32.1","3.68","35.78","34.91","32.1","3.68","35.78","34.91","0","0","0","0","14.69","0","14.55","85","1301","1"
"142791","5839","COAR","BELM","1423","6/1/2010 10:30 AM","6/4/2010 10:54 PM","1305","1323","332.57","46.58","375.28","50.2","15","15.25","1","2","84.4","42.71","3.62","1305","42.71","3.62","46.33","28.17","42.71","3.62","46.33","28.17","0","0","0","0","0.6","0","15.46","2172","1301","1"
"143178","5903","COAR","BELM","1437","6/10/2010 1:48 PM","6/13/2010 11:48 PM","1331","1331","251.66","40.85","288.7","43.96","15.25","13","1","2","82.04","37.04","3.11","1331","37.04","3.11","40.15","33.15","37.04","3.11","40.15","33.15","0","0","0","0","16.23","0","16.22","82","1301","1"
"144288","5839","COAR","BELM","1431","6/15/2010 1:30 PM","6/18/2010 9:00 PM","1314","1323","210.42","30.75","251.71","34.28","15","15.25","1","2","79.5","41.29","3.53","1314","41.29","3.53","44.82","29.32","41.29","3.53","44.82","29.32","0","0","0","0","16.63","0","16.53","79","1301","1"
"146088","5903","COAR","BELM","1441","6/23/2010 11:36 AM","6/26/2010 11:36 PM","1326","1326","160.44","27.93","197.21","31.51","15.25","13","1","2","83.9","36.77","3.58","1326","36.77","3.58","40.35","32.86","36.77","3.58","40.35","32.86","0","0","0","0","15.79","0","15.8","84","1301","1"
"146408","5839","COAR","BELM","1435","6/26/2010 10:48 AM","6/30/2010 12:48 AM","1302","1311","105.23","17.85","147.41","21.68","15","15.25","1","2","86","42.18","3.83","1302","42.18","3.83","46.01","28.3","42.18","3.83","46.01","28.3","0","0","0","0","15.14","0","15.14","86","1301","1"
"146974","0U7G","COAR","BELM","7","7/1/2010 10:42 AM","7/5/2010 1:48 AM","1231","1270","117.94","36.33","157.8","40.92","15","15.25","1","2","87.2","39.86","4.59","1231","39.86","4.59","44.45","27.69","39.86","4.59","44.45","27.69","0","0","0","0","0.43","0","14.12","2871","1301","1"
"147597","5839","COAR","BELM","1441","7/8/2010 7:00 PM","7/12/2010 4:12 AM","1303","1312","328.15","56.65","370.58","60.36","15","15.25","1","2","81.2","42.43","3.71","1303","42.43","3.71","46.14","28.24","42.43","3.71","46.14","28.24","0","0","0","0","0.45","0","16.05","2913","1301","1"
"148209","6135","COAR","BELM","1387","7/24/2010 8:30 AM","7/27/2010 11:00 PM","1312","1270","162.8","14.52","199.3","14.52","15","15.25","1","2","86.4","36.5","0","1312","36.5","0","36.5","35.95","36.5","0","36.5","35.95","0","0","0","0","15.26","0","15.19","86","1301","1"
"148825","6868","COAR","BELM","349","8/1/2010 12:36 PM","8/5/2010 5:18 AM","1269","1270","367","23.5","403.7","28.4","13.6","18","1.5","2","82","36.6","4.5","1266","36.7","4.9","41.6","30.5","36.6","4.5","41.1","30.8","0.4","0.1","0.5","6","0.44","0","15.44","2872","1301","1"
"149211","0U7G","COAR","BELM","17","8/13/2010 4:30 PM","8/16/2010 6:30 PM","1225","1270","80","46.97","122.62","50.94","15","15.25","1","2","73.92","42.62","3.97","1225","42.62","3.97","46.59","26.29","42.62","3.97","46.59","26.29","0","0","0","0","16.55","0","16.57","74","1301","1"
"219687","0YLN","COAR","BELM","437","7/19/2014 2:18 PM","7/22/2014 10:18 PM","1308","1270","244.32","64.76","288.14","68.75","13","13","1.25","2","65.5","35.76","3.19","1141","43.82","3.99","47.81","27.36","35.76","3.19","38.95","29.29","0.8","8.06","8.86","18.85","16.35","11.52","17.42","80","1301","1"
"219782","137U","COAR","BELM","341","7/22/2014 1:00 PM","7/25/2014 5:12 PM","1260","1270","97","56.1","139.7","59.65","15","16.5","1.2","2","64.2","35.7","2.95","1119","42.7","3.55","46.25","27.24","35.7","2.95","38.65","28.95","0.6","7","7.6","18.55","16.58","11.95","17.43","76","1301","1"
"220025","0YLN","COAR","BELM","441","8/2/2014 1:48 PM","8/5/2014 10:36 PM","1302","1270","140.3","42.85","183.06","47.22","13","13","1.25","2","66.5","35.07","3.4","1135","42.76","4.37","47.13","27.63","35.07","3.4","38.47","29.5","0.97","7.69","8.66","19.28","0.61","0.08","17.07","2144","1301","1"
"220170","137U","COAR","BELM","345","8/6/2014 1:30 PM","8/9/2014 4:30 PM","1270","1270","187","38.75","228.5","42.15","15","16.5","1.2","2","63.7","35.1","2.85","1125","41.5","3.4","44.9","28.29","35.1","2.85","37.95","29.64","0.55","6.4","6.95","20.86","0.57","0.07","17.66","2211","1301","1"
"220483","0YLN","COAR","BELM","445","8/15/2014 3:18 PM","8/19/2014 6:36 AM","1302","1270","378.39","113.28","420.35","118.02","13","13","1.25","2","66.8","32.97","3.23","1131","41.96","4.74","46.7","27.88","32.97","3.23","36.2","31.24","1.51","8.99","10.5","16.29","14.97","8.47","16.93","87","1301","1"
"220585","137U","COAR","BELM","349","8/20/2014 12:42 PM","8/23/2014 5:12 PM","1267","1270","79.1","22.7","121","26.1","15","16.5","1.2","2","63.1","35.7","2.9","1118","41.9","3.4","45.3","27.97","35.7","2.9","38.6","28.96","0.5","6.2","6.7","22.24","16.67","11.55","17.72","76","1301","1"
"220882","0YLN","COAR","BELM","449","8/29/2014 1:30 PM","9/2/2014 5:18 AM","1310","1270","277.2","91.79","319.03","96.25","13","13","1.25","2","67.3","34.68","3.1","1142","41.83","4.46","46.29","28.3","34.68","3.1","37.78","30.23","1.36","7.15","8.51","19.74","15.06","8.53","16.97","87","1301","1"
"221021","137U","COAR","BELM","353","9/4/2014 1:30 PM","9/7/2014 7:00 PM","1270","1270","174.7","55.5","216.7","59.05","15","16.5","1.2","2","66.1","35.4","3","1097","42","3.55","45.55","27.88","35.4","3","38.4","28.57","0.55","6.6","7.15","24.2","0.58","0.08","16.6","2189","1301","1"
"221385","0YLN","COAR","BELM","455","9/14/2014 1:18 PM","9/17/2014 10:48 PM","1310","1270","178.54","148.89","221.05","152.78","13","13","1.25","2","67.7","35.34","3.16","1142","42.51","3.89","46.4","28.23","35.34","3.16","38.5","29.66","0.73","7.17","7.9","21.27","16.17","12.63","16.87","81","1301","1"
"221462","137U","COAR","BELM","357","9/19/2014 2:24 PM","9/22/2014 7:12 PM","1237","1270","69.1","38.6","111.6","42.05","15","16.5","1.2","2","65.9","36.1","2.95","1097","42.5","3.45","45.95","26.92","36.1","2.95","39.05","28.09","0.5","6.4","6.9","20.29","16.28","13.86","16.65","76","1301","1"
"221897","0YLN","COAR","BELM","461","9/29/2014 11:00 AM","10/3/2014 6:42 AM","1308","1270","317.82","125.99","362.33","130.94","13","13","1.25","2","69.1","37.41","3.54","1139","44.51","4.95","49.46","26.45","37.41","3.54","40.95","27.81","1.41","7.1","8.51","19.86","14.37","7.72","16.48","91","1301","1"
"221998","137U","COAR","BELM","361","10/3/2014 2:42 PM","10/6/2014 5:12 PM","1201","1270","167.4","72.8","207.8","76.2","15","16.5","1.2","2","63.3","34.1","2.9","1129","40.4","3.4","43.8","27.42","34.1","2.9","37","30.51","0.5","6.3","6.8","10.59","0.54","0.03","17.84","2210","1301","1"
"222460","137U","COAR","BELM","365","10/13/2014 4:00 PM","10/16/2014 8:36 PM","1218","1270","65.7","60.9","108","64.4","15","16.5","1.2","2","65.4","29.1","2.4","1129","42.3","3.5","45.8","26.59","29.1","2.4","31.5","35.84","1.1","13.2","14.3","6.22","16.03","8.4","17.26","76","1301","1"
"222891","137U","COAR","BELM","369","10/24/2014 4:00 PM","10/27/2014 8:48 PM","1212","1270","212.7","47.7","254.3","51.2","15","16.5","1.2","2","65.9","35.4","3","1129","41.6","3.5","45.1","26.87","35.4","3","38.4","29.4","0.5","6.2","6.7","12.39","15.95","8.22","17.13","76","1301","1"
"222917","0YLN","COAR","BELM","473","10/28/2014 1:54 PM","11/1/2014 6:30 PM","1312","1270","104.59","78.6","151.99","84.33","13","13","1.25","2","71.6","39.67","3.58","1146","47.4","5.73","53.13","24.69","39.67","3.58","43.25","26.5","2.15","7.73","9.88","16.8","13.12","5.85","16.01","100","1301","1"
"223417","0YLN","COAR","BELM","477","11/11/2014 3:54 PM","11/15/2014 6:00 AM","1310","1270","478.22","137.78","524.4","141.95","13","13","1.25","2","71.2","39.29","3.35","1143","46.18","4.17","50.35","26.02","39.29","3.35","42.64","26.81","0.82","6.89","7.71","21.66","15.23","11.28","16.05","86","1301","1"
"223803","0YLN","COAR","BELM","481","11/24/2014 1:48 PM","11/28/2014 4:36 AM","1312","1270","373.68","118.36","419.44","122.56","13","13","1.25","2","70.9","38.62","3.27","1146","45.76","4.2","49.96","26.26","38.62","3.27","41.89","27.36","0.93","7.14","8.07","20.57","15.26","10.99","16.16","86","1301","1"
"223922","137U","COAR","BELM","377","11/28/2014 2:36 PM","12/1/2014 9:30 PM","1238","1270","203.6","65.7","244.5","69.35","13","14.6","1.2","2","68","35.4","3.15","1129","40.9","3.65","44.55","27.79","35.4","3.15","38.55","29.29","0.5","5.5","6","18.17","15.87","10.9","16.6","78","1301","1"
"224238","0YLN","COAR","BELM","485","12/6/2014 1:48 PM","12/10/2014 2:18 AM","1312","1270","271.42","101.72","316.28","105.73","13","13","1.25","2","69.7","37.78","3.19","1145","44.86","4.01","48.87","26.85","37.78","3.19","40.97","27.95","0.82","7.08","7.9","21.14","0.45","0.06","16.43","2916","1301","1"
"224383","137U","COAR","BELM","381","12/10/2014 8:18 PM","12/13/2014 11:42 PM","1212","1270","103.2","51.6","144.25","55.1","15","16.5","1.2","2","64.5","34.95","2.9","1130","41.05","3.5","44.55","27.21","34.95","2.9","37.85","29.85","0.6","6.1","6.7","12.24","0.81","0.06","17.52","1491","1301","1"
"224659","0YLN","COAR","BELM","489","12/18/2014 3:00 PM","12/22/2014 2:48 AM","1312","1270","486.37","84.79","532.27","88.68","13","13","1.25","2","69.6","38.25","3.12","1146","45.9","3.89","49.79","26.35","38.25","3.12","41.37","27.7","0.77","7.65","8.42","19.71","15.81","12.39","16.47","83","1301","1"
"224757","137U","COAR","BELM","385","12/23/2014 1:48 PM","12/26/2014 10:30 PM","1260","1270","199.7","35.95","243.7","39.85","13","14.6","1.2","2","69.3","37.7","3.35","1130","44","3.9","47.9","26.3","37.7","3.35","41.05","27.53","0.55","6.3","6.85","18.98","15.75","12.15","16.31","80","1301","1"
"224985","0YLN","COAR","BELM","493","12/31/2014 3:06 PM","1/4/2015 3:54 AM","1315","1270","379.96","65.29","424.36","69.19","13","13","1.25","2","70.9","37.51","3.12","1149","44.4","3.9","48.3","27.23","37.51","3.12","40.63","28.28","0.78","6.89","7.67","21.64","0.61","0.08","16.21","2172","1301","1"
"225447","0YLN","COAR","BELM","497","1/11/2015 4:42 PM","1/15/2015 8:18 PM","1312","1270","278.14","49.07","322.05","53.92","13","13","1.25","2","69.4","36.4","3.09","1146","43.91","4.85","48.76","26.91","36.4","3.09","39.49","29.02","1.76","7.51","9.27","17.91","13.25","5.61","16.51","99","1301","1"
"225805","0YLN","COAR","BELM","501","1/25/2015 5:06 PM","1/29/2015 8:00 AM","1312","1270","173.66","29.73","219.93","34.09","13","13","1.25","2","69.7","39.29","3.26","1146","46.27","4.36","50.63","25.91","39.29","3.26","42.55","26.93","1.1","6.98","8.08","20.54","15.26","10.18","16.44","86","1301","1"
"226154","0YLN","COAR","BELM","505","2/6/2015 2:36 PM","2/10/2015 4:30 AM","1315","1270","384.55","92.3","430.96","97.42","13","13","1.25","2","68.5","39.49","3.08","1147","46.41","5.12","51.53","25.52","39.49","3.08","42.57","26.94","2.04","6.92","8.96","18.75","0.45","0.06","16.74","2917","1301","1"
"226274","137U","COAR","BELM","403","2/15/2015 4:06 PM","2/18/2015 11:18 PM","1267","1270","199.6","23.7","238.3","27","13","14.6","1.2","2","68.7","32.9","2.9","1118","38.7","3.3","42","30.17","32.9","2.9","35.8","31.23","0.4","5.8","6.2","24.03","16.04","14.47","16.27","79","1301","1"
"226460","0YLN","COAR","BELM","509","2/18/2015 3:00 PM","2/22/2015 3:30 AM","1317","1270","273.8","76.9","316.91","80.77","13","13","1.25","2","66.5","36.41","2.94","1150","43.11","3.87","46.98","28.03","36.41","2.94","39.35","29.22","0.93","6.7","7.63","21.89","15.68","9.54","17.29","84","1301","1"
"226706","137U","COAR","BELM","407","2/27/2015 3:12 PM","3/2/2015 7:36 PM","1269","1270","247.9","61.5","285.4","64.8","15","16.5","1.2","2","65.5","32.1","2.8","1121","37.5","3.3","40.8","31.1","32.1","2.8","34.9","32.12","0.5","5.4","5.9","25.08","16.7","14.1","17.11","76","1301","1"
"226723","0YLN","COAR","BELM","513","3/4/2015 3:48 PM","3/8/2015 2:54 AM","1313","1270","166.83","56.04","211.05","60.03","13","13","1.25","2","66.2","37.9","3.03","1146","44.22","3.99","48.21","27.24","37.9","3.03","40.93","28","0.96","6.32","7.28","22.94","0.45","0.06","17.31","2915","1301","1"
"227086","137U","COAR","BELM","411","3/12/2015 7:06 PM","3/15/2015 11:18 PM","1251","1270","154.4","45.6","192.1","49","15","16.5","1.2","2","65.2","32","2.8","1107","37.7","3.4","41.1","30.44","32","2.8","34.8","31.81","0.6","5.7","6.3","22.86","16.46","13.33","16.98","76","1301","1"
"227336","0YLN","COAR","BELM","517","3/19/2015 3:00 PM","3/23/2015 2:54 AM","1319","1270","543.27","114.84","583.05","118.79","13","13","1.25","2","66.5","33.39","2.97","1152","39.78","3.95","43.73","30.16","33.39","2.97","36.36","31.68","0.98","6.39","7.37","22.66","15.89","10.12","17.32","83","1301","1"
"227493","137U","COAR","BELM","415","3/27/2015 9:48 AM","3/30/2015 12:48 PM","1233","1270","254.6","28.4","294.2","31.8","15","16.5","1.2","2","64.19","33.7","2.9","1092","39.6","3.4","43","28.67","33.7","2.9","36.6","29.84","0.5","5.9","6.4","22.03","16.44","13.04","17.01","75","1301","1"
"227772","0YLN","COAR","BELM","521","4/3/2015 3:24 PM","4/7/2015 2:18 AM","1315","1270","439.55","92.57","482.72","96.92","13","13","1.25","2","66.6","36.51","3.37","1149","43.17","4.35","47.52","27.67","36.51","3.37","39.88","28.81","0.98","6.66","7.64","21.73","0.45","0.06","17.25","2914","1301","1"
"227964","137U","COAR","BELM","419","4/9/2015 2:42 PM","4/12/2015 6:36 PM","1253","1270","150.6","12.8","190.7","16.1","15","16.5","1.2","2","64.09","33.1","2.7","1107","40.1","3.3","43.4","28.87","33.1","2.7","35.8","30.92","0.6","7","7.6","19.21","0.57","0.07","17.27","2187","1301","1"
